"Year","State","Beverage_Type","Gallons_of_Beverage","Gallons_of_Ethanol","Population_14_Plus","Ethanol_Per_Capita_14_Plus","Decile_14_Plus","Population_21_Plus","Ethanol_Per_Capita_21_Plus","Decile_21_Plus","Data_Source_Type","Time_Varying_ABV","Gallons_of_Ethanol_from_ABV"
"1998","Louisiana","Spirits","5979990","2457776","350183","7019","4","299115","8217","4",".","373","2230536"
"1998","Louisiana","Wine","6184246","797768","350183","2278","6","299115","2667","6",".","114","705004"
"1998","Louisiana","Beer","114793000","5165685","350183","14751","2","299115","17270","2",".","47","5395271"
"1998","Louisiana","All Beverages","","8421229","350183","24048","3","299115","28154","2",".","","8330811"
"1998","Maine","Spirits","1732495","712056","102752","6930","4","90533","7865","4",".","361","625431"
"1998","Maine","Wine","2642935","340939","102752","3318","4","90533","3766","4",".","108","285437"
"1998","Maine","Beer","26040000","1171800","102752","11404","8","90533","12943","8",".","47","1223880"
"1998","Maine","All Beverages","","2224795","102752","21652","6","90533","24574","6",".","","2134748"
"1998","Maryland","Spirits","7393536","3038743","414944","7323","3","367262","8274","3",".","382","2824331"
"1998","Maryland","Wine","9615384","1240385","414944","2989","5","367262","3377","5",".","109","1048077"
"1998","Maryland","Beer","96751000","4353795","414944","10492","10","367262","11855","10",".","48","4644048"
"1998","Maryland","All Beverages","","8632923","414944","20805","7","367262","23506","7",".","","8516456"
"1998","Massachusetts","Spirits","9312838","3827576","509337","7515","3","453531","8439","3",".","358","3333996"
"1998","Massachusetts","Wine","19556002","2522724","509337","4953","1","453531","5562","1",".","109","2131604"
"1998","Massachusetts","Beer","129459320","5825669","509337","11438","8","453531","12845","8",".","47","6084588"
"1998","Massachusetts","All Beverages","","12175970","509337","23906","3","453531","26847","4",".","","11550188"
"1998","Michigan","Spirits","12978938","5334343","783465","6809","5","683975","7799","5",".","371","4815186"
"1998","Michigan","Wine","13660513","1762206","783465","2249","7","683975","2576","7",".","111","1516317"
"1998","Michigan","Beer","208785000","9395325","783465","11992","6","683975","13736","6",".","47","9812895"
"1998","Michigan","All Beverages","","16491874","783465","21050","7","683975","24112","7",".","","16144398"
"1998","Minnesota","Spirits","7856537","3229037","383510","8420","2","333039","9696","2",".","372","2922632"
"1998","Minnesota","Wine","8002316","1032299","383510","2692","5","333039","3100","5",".","107","856248"
"1998","Minnesota","Beer","98594446","4436750","383510","11569","7","333039","13322","7",".","47","4633939"
"1998","Minnesota","All Beverages","","8698086","383510","22680","4","333039","26117","4",".","","8412819"
"1998","Mississippi","Spirits","3201553","1315838","221455","5942","6","188723","6972","6",".","380","1216590"
"1998","Mississippi","Wine","1545576","199379","221455","900","10","188723","1056","10",".","114","176196"
"1998","Mississippi","Beer","68665000","3089925","221455","13953","3","188723","16373","3",".","48","3295920"
"1998","Mississippi","All Beverages","","4605142","221455","20795","7","188723","24402","7",".","","4688706"
"1998","Missouri","Spirits","6762986","2779587","442296","6284","6","385392","7212","5",".","360","2434675"
"1998","Missouri","Wine","7809124","1007377","442296","2278","6","385392","2614","6",".","111","866813"
"1998","Missouri","Beer","130325123","5864631","442296","13259","4","385392","15217","4",".","47","6125281"
"1998","Missouri","All Beverages","","9651595","442296","21822","6","385392","25044","6",".","","9426769"
"1998","Montana","Spirits","1132883","465615","71911","6475","5","62055","7503","5",".","375","424831"
"1998","Montana","Wine","1499922","193490","71911","2691","5","62055","3118","5",".","107","160492"
"1998","Montana","Beer","24459000","1100655","71911","15306","1","62055","17737","1",".","47","1149573"
"1998","Montana","All Beverages","","1759760","71911","24471","2","62055","28358","2",".","","1734896"
"1998","Nebraska","Spirits","1923043","790371","135233","5844","7","116706","6772","7",".","361","694219"
"1998","Nebraska","Wine","1925551","248396","135233","1837","8","116706","2128","8",".","109","209885"
"1998","Nebraska","Beer","41856887","1883560","135233","13928","3","116706","16139","3",".","47","1967274"
"1998","Nebraska","All Beverages","","2922327","135233","21609","6","116706","25040","6",".","","2871378"
"1998","Nevada","Spirits","4443795","1826400","147905","12348","1","131621","13876","1",".","372","1653092"
"1998","Nevada","Wine","6703445","864744","147905","5847","1","131621","6570","1",".","110","737379"
"1998","Nevada","Beer","59158880","2662150","147905","17999","1","131621","20226","1",".","47","2780467"
"1998","Nevada","All Beverages","","5353294","147905","36194","1","131621","40672","1",".","","5170938"
"1998","New Hampshire","Spirits","3925049","1613195","96668","16688","1","85157","18944","1",".","367","1440493"
"1998","New Hampshire","Wine","4128114","532527","96668","5509","1","85157","6253","1",".","109","449964"
"1998","New Hampshire","Beer","38006000","1710270","96668","17692","1","85157","20084","1",".","47","1786282"
"1998","New Hampshire","All Beverages","","3855992","96668","39889","1","85157","45280","1",".","","3676739"
"1998","New Jersey","Spirits","11511211","4731108","667236","7091","4","595341","7947","4",".","369","4247637"
"1998","New Jersey","Wine","23813995","3072005","667236","4604","2","595341","5160","2",".","109","2595725"
"1998","New Jersey","Beer","145173000","6532785","667236","9791","10","595341","10973","10",".","48","6968304"
"1998","New Jersey","All Beverages","","14335898","667236","21485","6","595341","24080","7",".","","13811666"
"1998","New Mexico","Spirits","1983451","815198","140001","5823","7","119974","6795","7",".","370","733877"
"1998","New Mexico","Wine","2591192","334264","140001","2388","6","119974","2786","6",".","108","279849"
"1998","New Mexico","Beer","46353300","2085899","140001","14899","2","119974","17386","2",".","46","2132252"
"1998","New Mexico","All Beverages","","3235360","140001","23109","4","119974","26967","4",".","","3145978"
"1998","New York","Spirits","18841158","7743716","1510382","5127","8","1334490","5803","8",".","376","7084275"
"1998","New York","Wine","43950044","5669556","1510382","3754","3","1334490","4248","3",".","109","4790555"
"1998","New York","Beer","318561886","14335285","1510382","9491","10","1334490","10742","10",".","48","15290971"
"1998","New York","All Beverages","","27748556","1510382","18372","9","1334490","20793","9",".","","27165801"
"1998","North Carolina","Spirits","7760289","3189479","631863","5048","9","557681","5719","9",".","383","2972191"
"1998","North Carolina","Wine","11187591","1443199","631863","2284","6","557681","2588","6",".","115","1286573"
"1998","North Carolina","Beer","170066000","7652970","631863","12112","6","557681","13723","6",".","48","8163168"
"1998","North Carolina","All Beverages","","12285648","631863","19444","8","557681","22030","8",".","","12421932"
"1998","North Dakota","Spirits","971143","399140","52404","7617","3","44862","8897","2",".","366","355438"
"1998","North Dakota","Wine","538187","69426","52404","1325","9","44862","1548","9",".","107","57586"
"1998","North Dakota","Beer","16916025","761221","52404","14526","2","44862","16968","2",".","47","795053"
"1998","North Dakota","All Beverages","","1229787","52404","23467","4","44862","27412","3",".","","1208077"
"1998","Ohio","Spirits","9779714","4019463","907286","4430","10","793473","5066","10",".","348","3403341"
"1998","Ohio","Wine","13709733","1768556","907286","1949","7","793473","2229","7",".","111","1521780"
"1998","Ohio","Beer","263004000","11835180","907286","13045","5","793473","14916","5",".","47","12361188"
"1998","Ohio","All Beverages","","17623199","907286","19424","8","793473","22210","8",".","","17286309"
"1998","Oklahoma","Spirits","2868987","1179154","272104","4333","10","234949","5019","10",".","380","1090215"
"1998","Oklahoma","Wine","2610011","336691","272104","1237","10","234949","1433","10",".","113","294931"
"1998","Oklahoma","Beer","67617045","3042767","272104","11182","9","234949","12951","8",".","46","3110384"
"1998","Oklahoma","All Beverages","","4558612","272104","16753","10","234949","19403","10",".","","4495530"
"1998","Oregon","Spirits","4047554","1663545","270924","6140","6","237353","7009","6",".","378","1529975"
"1998","Oregon","Wine","9051701","1167669","270924","4310","3","237353","4920","3",".","108","977584"
"1998","Oregon","Beer","72528014","3263761","270924","12047","6","237353","13751","6",".","47","3408817"
"1998","Oregon","All Beverages","","6094975","270924","22497","4","237353","25679","5",".","","5916376"
"1998","Pennsylvania","Spirits","11037861","4536561","997383","4548","10","880410","5153","10",".","363","4006743"
"1998","Pennsylvania","Wine","13672402","1763740","997383","1768","8","880410","2003","8",".","112","1531309"
"1998","Pennsylvania","Beer","268987000","12104415","997383","12136","6","880410","13749","6",".","47","12642389"
"1998","Pennsylvania","All Beverages","","18404716","997383","18453","9","880410","20905","9",".","","18180441"
"1998","Rhode Island","Spirits","1291930","530983","84162","6309","5","74142","7162","6",".","351","453467"
"1998","Rhode Island","Wine","3065998","395514","84162","4699","2","74142","5334","2",".","109","334194"
"1998","Rhode Island","Beer","21329831","959842","84162","11405","8","74142","12946","8",".","47","1002502"
"1998","Rhode Island","All Beverages","","1886339","84162","22413","5","74142","25442","5",".","","1790163"
"1998","South Carolina","Spirits","5530498","2273035","313976","7240","3","273244","8319","3",".","385","2129242"
"1998","South Carolina","Wine","4997679","644701","313976","2053","7","273244","2359","7",".","106","529754"
"1998","South Carolina","Beer","100626000","4528170","313976","14422","2","273244","16572","2",".","48","4830048"
"1998","South Carolina","All Beverages","","7445906","313976","23715","3","273244","27250","3",".","","7489044"
"1998","South Dakota","Spirits","984389","404584","59193","6835","4","50540","8005","4",".","371","365208"
"1998","South Dakota","Wine","618230","79752","59193","1347","9","50540","1578","9",".","112","69242"
"1998","South Dakota","Beer","18507000","832815","59193","14069","3","50540","16478","3",".","47","869829"
"1998","South Dakota","All Beverages","","1317151","59193","22252","5","50540","26061","4",".","","1304279"
"1998","Tennessee","Spirits","5432414","2232722","450898","4952","9","396038","5638","9",".","378","2053452"
"1998","Tennessee","Wine","5260427","678595","450898","1505","8","396038","1713","8",".","108","568126"
"1998","Tennessee","Beer","119443000","5374935","450898","11921","6","396038","13572","7",".","47","5613821"
"1998","Tennessee","All Beverages","","8286252","450898","18377","9","396038","20923","9",".","","8235399"
"1998","Texas","Spirits","18880945","7760068","1567437","4951","9","1347967","5757","9",".","388","7325807"
"1998","Texas","Wine","23877245","3080165","1567437","1965","7","1347967","2285","7",".","107","2554865"
"1998","Texas","Beer","529635000","23833575","1567437","15205","1","1347967","17681","1",".","46","24363210"
"1998","Texas","All Beverages","","34673808","1567437","22121","5","1347967","25723","5",".","","34243882"
"1998","Utah","Spirits","1472458","605180","162508","3724","10","132205","4578","10",".","354","521250"
"1998","Utah","Wine","1628799","210115","162508","1293","9","132205","1589","9",".","108","175910"
"1998","Utah","Beer","27714000","1247130","162508","7674","10","132205","9433","10",".","47","1302558"
"1998","Utah","All Beverages","","2062425","162508","12691","10","132205","15600","10",".","","1999718"
"1998","Vermont","Spirits","736265","302605","48740","6208","6","42571","7108","6",".","368","270945"
"1998","Vermont","Wine","1743647","224931","48740","4615","2","42571","5284","2",".","107","186570"
"1998","Vermont","Beer","14167000","637515","48740","13080","5","42571","14975","5",".","47","665849"
"1998","Vermont","All Beverages","","1165051","48740","23903","3","42571","27367","3",".","","1123364"
"1998","Virginia","Spirits","6428858","2642261","556746","4746","9","490977","5382","9",".","384","2468682"
"1998","Virginia","Wine","13042282","1682454","556746","3022","5","490977","3427","5",".","105","1369440"
"1998","Virginia","Beer","145173000","6532785","556746","11734","7","490977","13306","7",".","48","6968304"
"1998","Virginia","All Beverages","","10857500","556746","19502","8","490977","22114","8",".","","10806426"
